x,y,z
-0.33057841658592224,-0.18574078381061554,1.002339243888855
-0.3239189386367798,-0.17819584906101227,0.9996114373207092
-0.31159117817878723,-0.1757613718509674,1.003328800201416
-0.3023645877838135,-0.17741036415100098,1.0099772214889526
-0.29361075162887573,-0.1813330501317978,1.0165727138519287
-0.2817666828632355,-0.18425162136554718,1.0201035737991333
-0.27053916454315186,-0.18193389475345612,1.0172687768936157
-0.26272621750831604,-0.17309163510799408,1.0144790410995483
-0.25472861528396606,-0.16037292778491974,1.0116959810256958
-0.24744267761707306,-0.1485544890165329,1.0099084377288818
-0.23850704729557037,-0.13769306242465973,1.0118006467819214
-0.23103100061416626,-0.13155606389045715,1.0201432704925537
-0.22570276260375977,-0.1263170689344406,1.0281733274459839
-0.22003929316997528,-0.12206098437309265,1.0383557081222534
-0.2136128693819046,-0.1139313355088234,1.0478509664535522
-0.20598670840263367,-0.10499335825443268,1.0526045560836792
-0.1980489045381546,-0.09476535022258759,1.055267572402954
-0.18982478976249695,-0.0831349790096283,1.055477261543274
-0.18207718431949615,-0.07035105675458908,1.0538500547409058
-0.17558011412620544,-0.05887172371149063,1.0508280992507935
-0.16975240409374237,-0.05018872767686844,1.0444092750549316
-0.1639101207256317,-0.0419391468167305,1.0350319147109985
-0.1585070788860321,-0.034527264535427094,1.0267894268035889
-0.1534692496061325,-0.0262101199477911,1.020338773727417
-0.1466531753540039,-0.019130486994981766,1.0147894620895386
-0.13605546951293945,-0.017278991639614105,1.0126656293869019
-0.12449553608894348,-0.016044534742832184,1.0107297897338867
-0.1159149557352066,-0.009651252999901772,1.0039467811584473
-0.10820403695106506,-0.0010871186386793852,0.9969075322151184
-0.1008661538362503,0.0012979656457901,0.9880691766738892
-0.09338793158531189,-0.005550730042159557,0.9835749864578247
-0.0825345367193222,-0.00388102768920362,0.9827896952629089
-0.07742716372013092,0.0017465659184381366,0.9906607866287231
-0.07257596403360367,0.008558111265301704,1.001976728439331
-0.06836525350809097,0.012772932648658752,1.0141202211380005
-0.06470607221126556,0.01421494223177433,1.0242701768875122
-0.05940745398402214,0.010463026352226734,1.0332300662994385
-0.0522964708507061,0.0035711920354515314,1.0359042882919312
-0.045501600950956345,-0.002495354972779751,1.0302159786224365
-0.04127169027924538,-0.01160198450088501,1.0221314430236816
-0.0382545180618763,-0.021009864285588264,1.0126861333847046
-0.036361243575811386,-0.026591122150421143,1.0026911497116089
-0.035077258944511414,-0.02169320173561573,0.9935877323150635
-0.030741456896066666,-0.01738530397415161,0.9855507016181946
-0.0288994237780571,-0.02768499031662941,0.9899407029151917
-0.029773961752653122,-0.03535667806863785,1.0002719163894653
-0.03190527483820915,-0.04019515588879585,1.0095328092575073
-0.03236008435487747,-0.0292733833193779,1.0047155618667603
-0.02974608540534973,-0.019213253632187843,0.9981496334075928
-0.025905966758728027,-0.008208483457565308,0.9928054809570312
-0.02243136614561081,0.0011609606444835663,0.9887869358062744
-0.018734831362962723,0.010070746764540672,0.9844216108322144
-0.014659043401479721,0.019432086497545242,0.9801852107048035
-0.010598406195640564,0.028063425794243813,0.9768608212471008
-0.005083594471216202,0.03820553421974182,0.9753711223602295
0.0012845993041992188,0.04788895696401596,0.9780139327049255
0.008733713999390602,0.05359090492129326,0.9830114245414734
0.01979140378534794,0.05111728236079216,0.9832034707069397
0.02863958477973938,0.04474157094955444,0.9797326326370239
0.036312613636255264,0.03729797899723053,0.9799213409423828
0.042173855006694794,0.028722688555717468,0.9813797473907471
