x,y,z
-0.5084092815717062,-0.35996771107117337,0.4677315180500348
-0.5064473400513331,-0.35996488481760025,0.46636007477839786
-0.5061528186003367,-0.3600984290242195,0.46690372625986737
-0.5078131705522537,-0.359475036462148,0.46730701128641766
-0.5087832858165106,-0.3584345082441966,0.4675236518184344
-0.5070213675498962,-0.3567476620276769,0.46809810896714527
-0.5053304682175318,-0.3552435015638669,0.4686927373210589
-0.4999226505557696,-0.3557824691136678,0.4711353729168574
-0.4827566246191661,-0.3694452966252963,0.49219392240047455
-0.4685693606734276,-0.3986457710464795,0.5540314316749573
-0.4822234685222308,-0.43036645154158276,0.6366157631079356
-0.5044660319884618,-0.4554755811889966,0.7478010356426239
-0.5239967852830887,-0.47244050602118176,0.9080581068992615
-0.5267309844493866,-0.4755874027808507,1.0606373449166615
-0.5203455736239752,-0.46634509414434433,1.187633752822876
-0.5166278878847758,-0.44532568007707596,1.3040089011192322
-0.5149816224972407,-0.4125565563639005,1.421098679304123
-0.5146372467279434,-0.37162521729866665,1.529969573020935
-0.5150576134522756,-0.3233906924724579,1.6300192177295685
-0.5190554062525431,-0.27775903046131134,1.7046218117078145
-0.522713710864385,-0.2478443036476771,1.744772215684255
-0.5186604460080465,-0.23267667864759764,1.7616710662841797
-0.5103348692258199,-0.2402927130460739,1.7426780760288239
-0.5002354184786478,-0.26034603267908096,1.7059292594591777
-0.49650919685761136,-0.2820456176996231,1.6615584592024486
-0.4949425558249156,-0.3097340439756711,1.6004474957784016
-0.49223752319812775,-0.3332770789662997,1.5377666354179382
-0.4795415202776591,-0.3579614783326785,1.4646694362163544
-0.4527611757318179,-0.38613179822762805,1.3673698802789052
-0.43150851875543594,-0.4090346544981003,1.2608562310536702
-0.4238783170779546,-0.4187500799695651,1.166263500849406
-0.4235368420680364,-0.42061205705006915,1.0660872558752696
-0.4198404972751935,-0.42237522701422375,0.9700683305660883
-0.4183111886183421,-0.4219091683626175,0.8851818591356277
-0.4199168582757314,-0.42322788884242374,0.7905328472455343
-0.4003654668728511,-0.4206417078773181,0.7060552587111791
-0.3741461510459582,-0.41640900323788327,0.6420308699210485
-0.36343898127476376,-0.41912514219681424,0.6148417890071869
-0.3630678604046504,-0.42865241318941116,0.6139202813307444
-0.32417700439691544,-0.4339670365055402,0.6343955645958582
-0.21101386348406473,-0.4243324895699819,0.6703482568264008
-0.06257735549782713,-0.3975672796368599,0.7138316581646601
0.08392385486513376,-0.3585427974661191,0.7707425504922867
0.21200657139221826,-0.3153036559621493,0.8403136183818182
0.3014356916149457,-0.27568762997786206,0.9086950371662775
0.3631552929679553,-0.2385636419057846,0.9618658721446991
0.3940449232856433,-0.21585472549001375,0.9900092929601669
0.39861128975947696,-0.21279597282409668,0.9867605715990067
0.3852025792002678,-0.22379071389635405,0.9626952956120173
0.35306500891844433,-0.24479740609725317,0.9296832929054896
0.2940743938088417,-0.2761482944091161,0.8816454311211904
0.21264724930127463,-0.3066598524649938,0.8383795370658239
0.10066365885237853,-0.3377636671066284,0.8003379007180532
-0.037873804957295455,-0.356847641368707,0.7710049996773402
-0.19120733439922333,-0.37041042496760684,0.7509375959634781
-0.37842797487974167,-0.38084202259778976,0.7338297218084335
-0.6124352961778641,-0.37727496524651843,0.6938732415437698
-0.8315990567207336,-0.35349514832099277,0.6661586115757624
-1.0384442061185837,-0.31668036927779514,0.6810254454612732
-1.2172438104947407,-0.27195969720681507,0.7194799929857254
-1.3379116753737132,-0.22713890920082727,0.7407275487979254
-1.4107651710510254,-0.18441068629423776,0.7558664977550507
-1.4476508398850758,-0.15198580672343573,0.7662011682987213
-1.4552995363871257,-0.14790207892656326,0.7618461896975836
-1.431208848953247,-0.16380148753523827,0.7508554806311926
-1.3955448269844055,-0.18812829504410425,0.748174806435903
-1.3236520886421204,-0.22829713920752207,0.7495769162972769
-1.2442300021648407,-0.27450044453144073,0.7521744072437286
-1.105189969142278,-0.3272303765018781,0.7695858826239904
-0.9588542183240255,-0.36934881409009296,0.779107024272283
-0.7874913215637207,-0.40072201440731686,0.7899476736783981
-0.5781651685635248,-0.41886289914449054,0.794483482837677
-0.36489446957906085,-0.4226840411623319,0.8064236044883728
-0.18424044425288835,-0.41786743700504303,0.8475647071997324
-0.024728634239484865,-0.4086894169449806,0.9044590294361115
0.10992010310292244,-0.38912055393060047,0.9670731822649637
0.2043559526403745,-0.35799510528643924,1.0137753337621689
0.256657961755991,-0.32937057067950565,1.0393405159314473
0.272646298011144,-0.31659109393755597,1.0307032565275829
0.2591698244214058,-0.3150838216145833,0.9872473726669947
