timestamp,x,y,z
0.0007605552673339844,0.000360036181518808,0.0012137825833633542,0.015158167108893394
0.10169792175292969,0.000500684545841068,0.0010531721636652946,0.015151501633226871
0.20256662368774414,0.00019323572632856667,0.0011682830518111587,0.015651676803827286
0.30341124534606934,-0.0014015128836035728,0.003147499170154333,0.02886771596968174
0.40389418601989746,-0.010542706586420536,0.010442318394780159,0.06973530352115631
0.5044689178466797,-0.028490539640188217,0.018515462055802345,0.1260153353214264
0.6048319339752197,-0.042722973972558975,0.022719133645296097,0.18790172040462494
0.7053220272064209,-0.045815177261829376,0.022990141063928604,0.2494737207889557
0.8058490753173828,-0.040785446763038635,0.02099008299410343,0.30433520674705505
0.906292200088501,-0.031204400584101677,0.018753532320261,0.35317182540893555
1.0066535472869873,-0.019831325858831406,0.016389945521950722,0.3978527784347534
1.1070513725280762,-0.009265955537557602,0.014041394926607609,0.43881505727767944
1.2075600624084473,-0.001002447446808219,0.011730203405022621,0.47496339678764343
1.3082246780395508,0.005424157250672579,0.008829828351736069,0.5050341486930847
1.4086663722991943,0.010629583150148392,0.005858522839844227,0.5308830738067627
1.5090575218200684,0.013732404448091984,0.0037862269673496485,0.552882730960846
1.6093814373016357,0.014967752620577812,0.0014036053325980902,0.57115238904953
1.710019588470459,0.01551306527107954,-0.0012671931181102991,0.5890677571296692
1.810380458831787,0.014142889529466629,-0.00509488582611084,0.6052398085594177
1.9111273288726807,0.011336428113281727,-0.00955240149050951,0.6190374493598938
2.0116546154022217,0.010091734118759632,-0.012469400651752949,0.6312974691390991
2.1122353076934814,0.011290100403130054,-0.014498080126941204,0.6416295170783997
2.2125604152679443,0.013518821448087692,-0.01570972427725792,0.6508678793907166
2.714806079864502,0.014106987975537777,-0.019470468163490295,0.7167662382125854
2.8151769638061523,0.016882911324501038,-0.01918233558535576,0.7269002199172974
2.9158012866973877,0.020214371383190155,-0.016745587810873985,0.7336664795875549
3.0163536071777344,0.026178697124123573,-0.009667085483670235,0.7383342385292053
3.116920232772827,0.033730749040842056,0.002486864337697625,0.7405818104743958
3.418485403060913,0.056503184139728546,0.0460442490875721,0.734818160533905
3.5192599296569824,0.060477882623672485,0.05985767021775246,0.7341220378875732
3.6196274757385254,0.06453592330217361,0.07318263500928879,0.7327486872673035
3.7200212478637695,0.0699973851442337,0.0887567326426506,0.7288282513618469
