x,y,z
0.050123370811343194,-0.10174258276820183,-0.0057354238349944355
0.04386060014367103,-0.09065985009074211,0.08376180455088615
0.026960091292858125,-0.12130611091852188,0.21902157813310624
0.013226874079555273,-0.17377831786870956,0.36451450288295745
-0.004349910654127598,-0.26793099045753477,0.5372196525335312
-0.048563995771110056,-0.393614399433136,0.7226252496242523
-0.1613828107714653,-0.5123015284538269,0.9125809609889984
-0.35423443615436556,-0.5647420048713684,1.0964832305908203
-0.5725491911172866,-0.5162624657154083,1.2244234085083008
-0.8063632011413574,-0.33836939185857773,1.3228131532669067
-0.9740681111812591,-0.05896942727267742,1.3698058605194092
-1.0310031533241273,0.21457145661115645,1.367178463935852
-0.9987617373466492,0.45473732650279997,1.308511781692505
-0.9010729908943176,0.5340403258800507,1.2004382491111756
-0.7659511744976044,0.4489955842494965,1.0620197176933288
-0.5982539892196655,0.2668784484267235,0.9373852849006653
-0.4143200695514679,0.061816259287297726,0.8947764039039612
-0.24991292059421538,-0.12499007917940616,0.9114413499832154
-0.11426458433270455,-0.2990793943405151,0.9649098932743072
0.020032456750050186,-0.47696284353733065,1.0414633393287658
0.2032628759741783,-0.6041920900344848,1.116382074356079
0.40745764374732973,-0.6416178822517395,1.1707278490066528
0.6430322825908661,-0.5701996862888337,1.2120107650756835
0.8133373558521271,-0.4101253986358643,1.2086126923561096
0.9101725876331329,-0.1794048562645912,1.1539393424987794
0.9202858209609985,0.05893965475261211,1.0740033984184265
0.8547318041324615,0.2240280032157898,1.0022823691368103
0.7413712739944458,0.30116880536079405,0.9378180027008056
0.6005038261413574,0.3189635336399078,0.8807063639163971
0.4144477367401123,0.28405481576919556,0.830446082353592
0.23353209495544433,0.22433275878429412,0.8227698028087616
0.11080458015203476,0.15405870601534843,0.848995155096054
0.034628265723586085,0.06815785728394985,0.8812845349311829
-0.015015429724007845,-0.02354265544563532,0.8810143589973449
-0.041806142404675485,-0.0980840004980564,0.8356352210044861
-0.0552776325494051,-0.14856190234422684,0.6986201047897339
-0.06397595293819905,-0.16426822692155837,0.5097664803266525
-0.05132023207843304,-0.14505983144044876,0.29572312980890275
-0.02992113456130028,-0.11737266927957535,0.1294729270040989
-0.012433000281453133,-0.10870663076639175,0.025930249085649847
